Rbv,Cbv,Rdv,Ldv,Cdv,Rav,ratio_Ldv_over_obs
0.4090008,0.21469757,0.42119855,1.0,0.3932005,0.57782245,2.4802575
0.3103421,0.16673817,0.4141466,1.0,0.37050062,0.58646244,2.7053494
0.4631522,0.18339887,0.41882902,1.0,0.38562575,0.40530455,2.693515
0.32177567,0.16511543,0.41443813,1.0,0.38389033,0.4502557,2.881055
0.46324608,0.1837936,0.24983951,1.0,0.3895301,0.43769717,2.900053
0.404723,0.11699075,0.40577653,1.0,0.3828512,0.58522606,2.6377325
0.38569888,0.115131974,0.40136537,1.0,0.37239432,0.40696287,2.9734411
0.24763353,0.105582975,0.39363515,1.0,0.39833802,0.3923303,3.2519903
0.43626845,0.15902978,0.4121595,1.0,0.3897976,0.3691576,2.830595
0.30341408,0.11899911,0.4142749,1.0,0.39271072,0.4443011,2.9873934
0.40895078,0.1455304,0.4105913,1.0,0.4004085,0.3860156,2.8547018
0.4696577,0.2114819,0.1964188,1.0,0.3914603,0.40462342,2.9874966
0.32393378,0.15471806,0.3559177,1.0,0.39528498,0.39962956,3.068456
0.4367291,0.17306498,0.0913619,1.0,0.38198826,0.38913053,3.396105
0.43478808,0.17176846,0.40447128,1.0,0.39001343,0.53096646,2.5879812
0.35121223,0.14895168,0.40770555,1.0,0.36656195,0.48407057,2.8433292
0.48944017,0.17214826,0.45214036,1.0,0.4220517,0.6551851,2.2820988
0.4430771,0.15197791,0.2958746,1.0,0.398633,0.3822269,2.990807
0.37059405,0.18798327,0.4094555,1.0,0.38135654,0.39168206,2.871795
0.30202323,0.16363172,0.40355945,1.0,0.39751494,0.37986165,3.0365767
0.38248712,0.16147731,0.40449032,1.0,0.39030832,0.48313013,2.744398
0.44041294,0.15021394,0.42003554,1.0,0.3904915,0.38706684,2.7960753
0.42805636,0.11569571,0.4025665,1.0,0.38441586,0.43144086,2.837402
0.4133013,0.13625427,0.35431442,1.0,0.40053406,0.38543263,2.958866
0.41065297,0.18794188,0.34857613,1.0,0.3931173,0.38188753,2.903304
0.3335374,0.18203951,0.14639652,1.0,0.40192124,0.4444853,3.3148148
0.33173677,0.1201041,0.39888674,1.0,0.38015032,0.4354495,3.0006108
0.44300094,0.14881311,0.39942756,1.0,0.3865979,0.5002208,2.6623213
0.47881606,0.22598065,0.28516626,1.0,0.39217833,0.4398131,2.7443056
0.49106553,0.21562383,0.41516724,1.0,0.38315392,0.3925146,2.6350114
0.3548635,0.159599,0.14056998,1.0,0.3719371,0.41350368,3.4710815
0.40778908,0.15765817,0.4018124,1.0,0.3879425,0.41383976,2.8263886
0.4419364,0.16635256,0.1684884,1.0,0.3877149,0.43558633,3.1248465
0.2558382,0.10471113,0.40141812,1.0,0.36487034,0.4127484,3.2476263
0.4226338,0.22334132,0.09541602,1.0,0.36925858,0.4380427,3.22853
0.464082,0.17931432,0.39690378,1.0,0.40051365,0.38413233,2.739807
0.45565334,0.17551777,0.051132314,1.0,0.3758624,0.42239898,3.3770897
0.18666776,0.101334475,0.41358307,1.0,0.39783284,0.41272187,3.306572
0.44700915,0.16752782,0.1481109,1.0,0.380702,0.41797173,3.2024152
0.48733577,0.20163874,0.43357283,1.0,0.40564775,0.5980051,2.351613
0.33544892,0.19353041,0.24303299,1.0,0.40295455,0.65932393,2.7258492
0.3040252,0.18815039,0.40873146,1.0,0.39396268,0.4240322,2.908834
0.42171672,0.19041865,0.09111811,1.0,0.3801919,0.372278,3.4347186
0.43304083,0.1652513,0.4128637,1.0,0.39760053,0.39532858,2.771488
0.21255644,0.11783922,0.38323832,1.0,0.37619013,0.40076467,3.3543792
0.34935343,0.16970055,0.40597472,1.0,0.39989388,0.38526854,2.92365
0.35818845,0.20714292,0.4053108,1.0,0.39387932,0.42130303,2.799827
0.37660947,0.17374076,0.41646504,1.0,0.3865109,0.38322812,2.8792648
0.41230083,0.121997,0.30111396,1.0,0.39675462,0.38701734,3.0879757
0.39981923,0.1415535,0.41377798,1.0,0.3904309,0.391739,2.8779948
0.47430232,0.2002767,0.3743092,1.0,0.3804215,0.47766393,2.6219556
0.43201777,0.13980013,0.41064775,1.0,0.37168366,0.40464175,2.842862
0.2615132,0.104161054,0.40682364,1.0,0.3837042,0.44287723,3.126799
0.37986994,0.18874456,0.40582204,1.0,0.39722684,0.38996685,2.8382802
0.39092463,0.10126642,0.44118935,1.0,0.37740412,0.62334216,2.5851462
0.33144864,0.19934185,0.40380433,1.0,0.40046316,0.4045378,2.8742309
0.18386832,0.090206034,0.41193083,1.0,0.3885971,0.3979359,3.3954978
0.39414406,0.20796604,0.40655202,1.0,0.38814375,0.39748114,2.7866223
0.46651047,0.19247779,0.4085985,1.0,0.3903567,0.43451765,2.6420624
0.41757047,0.109322004,0.39819416,1.0,0.38465187,0.43520457,2.865423
0.43236497,0.11517706,0.35404208,1.0,0.3979161,0.44406626,2.8676853
0.41478565,0.13562664,0.39643797,1.0,0.38906184,0.4126689,2.8594613
0.43146047,0.1976867,0.41160852,1.0,0.39571154,0.47391984,2.6172705
0.44024804,0.16263644,0.39502808,1.0,0.38537455,0.47793013,2.6864138
0.18617697,0.09851106,0.4126788,1.0,0.3956071,0.39155498,3.3680718
0.24396405,0.099457905,0.41382632,1.0,0.38923013,0.42645407,3.178776
0.4266593,0.122006394,0.4069361,1.0,0.37687904,0.38947242,2.903679
0.4384096,0.23744665,0.3922415,1.0,0.39893174,0.4432424,2.6174283
0.15277241,0.07426399,0.39489475,1.0,0.3506223,0.61006117,3.1593287
0.4591444,0.19697943,0.41348284,1.0,0.38262996,0.563383,2.4806266
0.3891991,0.13604419,0.40407547,1.0,0.38240185,0.4330376,2.8657267
0.40886742,0.21297601,0.40423608,1.0,0.38843402,0.42125943,2.7236483
0.45447308,0.18778671,0.40712932,1.0,0.39193413,0.40829524,2.7032602
0.36945233,0.18415609,0.41425693,1.0,0.39717066,0.43865782,2.7720892
0.10000941,0.068155885,0.42553407,1.0,0.34713268,0.50927824,3.4480138
0.25036076,0.14422005,0.10647399,1.0,0.38547322,0.4160008,3.8386867
0.36248407,0.17673497,0.36486894,1.0,0.3899437,0.37207037,3.0010169
0.20414379,0.11036678,0.4067932,1.0,0.3954732,0.40768352,3.2798486
0.43950778,0.21257402,0.40442562,1.0,0.39002806,0.43104202,2.6630063
0.45893142,0.2144218,0.41270608,1.0,0.39937928,0.40528923,2.6444845
0.30721757,0.13433176,0.40671572,1.0,0.39050755,0.4282767,2.9993114
0.49414098,0.2044958,0.287587,1.0,0.38744697,0.39936817,2.8200173
0.4254024,0.17994405,0.4177745,1.0,0.39404848,0.40182468,2.7487721
0.2937193,0.11167632,0.39387262,1.0,0.36899087,0.38430092,3.2204874
0.3734649,0.12063677,0.40314662,1.0,0.38637343,0.4000906,2.9696286
0.42060393,0.18244721,0.40332344,1.0,0.39559397,0.39473137,2.7828796
0.4692107,0.21081619,0.3811017,1.0,0.39736995,0.4223443,2.6583827
0.2622406,0.19352736,0.39936057,1.0,0.37646458,0.49013633,2.9040568
0.25499725,0.17109999,0.40077144,1.0,0.37901816,0.38200375,3.1488314
0.4488993,0.12383244,0.3967595,1.0,0.3931583,0.38455415,2.8617156
0.34012532,0.12648492,0.47367555,1.0,0.4143709,0.76391673,2.3600786
0.12726913,0.060953807,0.39854497,1.0,0.4056576,0.4349951,3.5028217
0.21658938,0.08847337,0.04931104,1.0,0.37897226,0.5543993,3.882755
0.45520872,0.2179502,0.40482014,1.0,0.37893823,0.43919954,2.6369681
0.4556399,0.24871634,0.23620175,1.0,0.3957832,0.4895771,2.7383482
0.4035894,0.167776,0.22519004,1.0,0.39998385,0.41652355,3.099693
0.21726581,0.129071,0.4087577,1.0,0.3824927,0.37936166,3.2960901
0.30282703,0.13508455,0.41502318,1.0,0.39334446,0.51962036,2.831418
0.4258721,0.19641364,0.43820518,1.0,0.39590222,0.6846013,2.3353634
0.36454102,0.116235934,0.40180337,1.0,0.3858501,0.40317905,2.9911292
0.45239198,0.12570454,0.4138638,1.0,0.40159485,0.5202875,2.612545
0.2780094,0.118697055,0.40985143,1.0,0.38887078,0.38552913,3.1626399
0.38323036,0.124802746,0.28378278,1.0,0.39223918,0.39144978,3.173586
0.34049115,0.14930996,0.40879607,1.0,0.3886676,0.40157163,2.960618
0.28006724,0.10195815,0.43912816,1.0,0.39579785,0.6316348,2.7047698
0.33345792,0.12839127,0.41249606,1.0,0.38279724,0.40145388,3.0145972
0.40145516,0.2033442,0.41616789,1.0,0.40534097,0.40149337,2.7355268
0.46225932,0.15800408,0.4202702,1.0,0.39447007,0.38763463,2.7432761
0.40859544,0.21638575,0.40460595,1.0,0.38699344,0.4299386,2.7077973
0.32512388,0.17433965,0.40999103,1.0,0.39195585,0.4931092,2.7862608
0.32491845,0.14681998,0.40620223,1.0,0.38842547,0.37731394,3.0419545
0.46147853,0.18592957,0.3930906,1.0,0.3819546,0.50482786,2.5943282
0.23354131,0.14760931,0.39141202,1.0,0.38987234,0.39536986,3.2096448
0.47166154,0.2145248,0.4071003,1.0,0.39726165,0.3877358,2.6620042
0.16982636,0.07335678,0.41522,1.0,0.37726277,0.4124967,3.4526508
0.42312688,0.13852574,0.40704992,1.0,0.3924815,0.4737344,2.7249167
0.4441481,0.19614431,0.40689144,1.0,0.3835947,0.43727508,2.6765828
0.117090866,0.06254621,0.40161398,1.0,0.39105463,0.50236696,3.3905833
0.44869226,0.15841432,0.35739037,1.0,0.3988636,0.3958471,2.8421886
0.21532488,0.13935703,0.035961542,1.0,0.39488792,0.48784631,3.9265647
0.31328017,0.22833666,0.35707265,1.0,0.40935403,0.5120466,2.7471168
0.46847266,0.20045331,0.40397736,1.0,0.39322513,0.5035919,2.5384314
0.12607874,0.08530078,0.4054581,1.0,0.40497208,0.4531622,3.389895
0.43456262,0.20881474,0.37898642,1.0,0.41323587,0.55676204,2.5095842
0.46645674,0.20898703,0.050986927,1.0,0.37824726,0.44695193,3.2224183
0.38760382,0.20682433,0.41006905,1.0,0.39739776,0.40736762,2.7635567
0.41059583,0.16481462,0.40876144,1.0,0.39154077,0.36898246,2.8658304
0.29954693,0.11058505,0.3979885,1.0,0.38689628,0.3892108,3.1561122
0.34522668,0.14014791,0.399652,1.0,0.38858137,0.4648805,2.8760617
0.42147675,0.13740551,0.40644407,1.0,0.3903369,0.40297213,2.8431137
0.40733635,0.17900473,0.4014774,1.0,0.36703044,0.45185897,2.7674646
0.34851682,0.12266516,0.4447718,1.0,0.38983524,0.6329619,2.57898
0.42907852,0.12778576,0.2523087,1.0,0.3931745,0.4136694,3.094027
0.4184856,0.1426163,0.41405147,1.0,0.38576517,0.41768974,2.8111868
0.42394283,0.16832814,0.24435304,1.0,0.3873179,0.3784692,3.120298
0.41882777,0.22542752,0.40287805,1.0,0.38505876,0.44428626,2.6645658
0.3630353,0.11582407,0.3884443,1.0,0.38665274,0.40243044,3.0186186
0.39949462,0.16689602,0.40406018,1.0,0.37822482,0.49732915,2.7085521
0.39434072,0.23024821,0.41407108,1.0,0.3768265,0.59706885,2.4844038
0.4421728,0.16418256,0.41586125,1.0,0.39122403,0.3923244,2.7689097
0.19938725,0.088237904,0.4115623,1.0,0.38271666,0.40255952,3.3682199
0.2669575,0.1097043,0.4032643,1.0,0.3765122,0.42329067,3.1651
0.44071665,0.15347056,0.07366626,1.0,0.393834,0.4017901,3.4165196
0.19345582,0.08534997,0.42094705,1.0,0.38860023,0.5973074,2.9661965
0.38415846,0.13587005,0.40505162,1.0,0.38735923,0.45153716,2.8345048
0.34785023,0.12530887,0.41038334,1.0,0.40115917,0.383858,2.9965966
0.44881505,0.20645891,0.39686042,1.0,0.38816193,0.4422375,2.655995
0.26085654,0.13550124,0.40541956,1.0,0.3792926,0.38186744,3.1991045
0.4931572,0.27131927,0.44718614,1.0,0.4211121,0.6931544,2.1496787
0.40039745,0.13329662,0.4029729,1.0,0.3779997,0.38002792,2.9503844
0.4166647,0.17745923,0.17923078,1.0,0.3956284,0.39764372,3.1915708
0.28728077,0.15799412,0.4129119,1.0,0.40310428,0.38517767,3.0368025
0.45422554,0.17789035,0.4143346,1.0,0.3812877,0.390806,2.749452
0.40875986,0.21993256,0.361476,1.0,0.3868408,0.44767419,2.7402017
0.41913977,0.20219414,0.44666743,1.0,0.40096542,0.7399924,2.2635095
0.43042856,0.21761358,0.41503873,1.0,0.40176606,0.42068574,2.6517704
0.47733858,0.1903458,0.39588365,1.0,0.39043382,0.37814635,2.729037
0.4569562,0.16581258,0.4078597,1.0,0.39646947,0.37244344,2.7784855
0.22070962,0.17528597,0.44067335,1.0,0.4026976,0.5499829,2.7943115
0.35230255,0.19553018,0.40967688,1.0,0.39386916,0.39704996,2.8597105
0.38897878,0.120447695,0.40277624,1.0,0.38641596,0.42067686,2.9081678
0.44720948,0.20857105,0.40144745,1.0,0.38626224,0.46365473,2.6217198
0.43302003,0.1412342,0.4162823,1.0,0.39203218,0.5497699,2.5875382
0.2531563,0.11330379,0.3978933,1.0,0.36477426,0.44996926,3.1663668
0.30430734,0.13679901,0.40778947,1.0,0.39048973,0.41234937,3.02712
0.4254552,0.1664202,0.4123599,1.0,0.39233717,0.39800978,2.7861636
0.4262272,0.18033896,0.4131839,1.0,0.396675,0.38877267,2.7697797
0.41769657,0.16110294,0.13867357,1.0,0.393796,0.37352479,3.3674712
0.46735784,0.18796642,0.3648677,1.0,0.392079,0.377463,2.7937114
0.44088876,0.16410543,0.4314388,1.0,0.38373044,0.7129038,2.3440425
0.46714258,0.19534338,0.29118416,1.0,0.3958727,0.43003893,2.809649
0.12215443,0.090537265,0.42007005,1.0,0.38562435,0.42404452,3.4663713
0.39549834,0.24249852,0.40803897,1.0,0.3888346,0.43130806,2.6792724
0.38449314,0.13354097,0.40853906,1.0,0.3920825,0.38303325,2.9382572
0.24532123,0.11501419,0.4087328,1.0,0.3871534,0.46829823,3.0778325
0.44473046,0.13684173,0.3945684,1.0,0.39698583,0.38411015,2.8453765
0.42147538,0.11546996,0.12622355,1.0,0.39072046,0.41524494,3.4033647
0.4630273,0.22451451,0.4039895,1.0,0.38066518,0.44013506,2.6146092
0.37688112,0.14190954,0.4226722,1.0,0.4093906,0.62552893,2.5298748
0.45726755,0.16809596,0.4091333,1.0,0.39192006,0.5407902,2.5416746
0.40540788,0.18286762,0.34757644,1.0,0.39237034,0.3980822,2.8963602
0.41174942,0.16630204,0.39485797,1.0,0.379631,0.38892564,2.8711438
0.44623092,0.15492931,0.3999555,1.0,0.38071257,0.45263928,2.7255864
0.11776572,0.0656636,0.3482727,1.0,0.38655505,0.6223807,3.2454093
0.49126372,0.20252173,0.41302532,1.0,0.3961602,0.39056772,2.6405587
0.19623026,0.0828289,0.4044637,1.0,0.36761525,0.43880814,3.3558254
0.4006971,0.13677011,0.20626298,1.0,0.39396802,0.41336858,3.2235878
0.26815888,0.1695719,0.42471266,1.0,0.38982782,0.41925797,2.9912727
0.44448292,0.14518553,0.42969164,1.0,0.40104818,0.738414,2.3160777
0.45077452,0.12718053,0.1520509,1.0,0.35991445,0.4166043,3.3188968
0.50511086,0.23695746,0.32789958,1.0,0.39015818,0.44660673,2.6222868
0.5011153,0.21998227,0.40746868,1.0,0.38715285,0.42074564,2.5820248
0.35030293,0.13405575,0.3924357,1.0,0.39581642,0.39401653,3.000071
0.37893796,0.10890572,0.38480827,1.0,0.36586255,0.42062297,3.0136144
0.4406453,0.13109574,0.37249333,1.0,0.39328322,0.4152449,2.8526397
0.37139398,0.12537843,0.358586,1.0,0.38814065,0.42863294,2.9901946
0.48261952,0.1962292,0.46175843,1.0,0.41025668,0.7552573,2.1681428
0.35957232,0.23135972,0.4650399,1.0,0.43297878,0.7288968,2.2544382
0.37808627,0.1251204,0.40351108,1.0,0.38040313,0.43816346,2.898073
0.45477107,0.1963007,0.41296053,1.0,0.39917833,0.3979826,2.6864488
0.21098799,0.11075902,0.39898288,1.0,0.3814368,0.38138345,3.370294
0.44871995,0.19321492,0.41781777,1.0,0.39974266,0.41045353,2.67387
0.3299313,0.13179183,0.36510858,1.0,0.40331045,0.47776365,2.927562
0.18111153,0.1349443,0.4142727,1.0,0.38725132,0.48162454,3.1265545
0.38500643,0.16806883,0.40442553,1.0,0.38586178,0.4382839,2.806393
0.12689295,0.088634804,0.43627363,1.0,0.38648784,0.5132042,3.222701
0.28405243,0.13935043,0.38527846,1.0,0.39000696,0.40811765,3.1117635
0.30558237,0.2067268,0.34032562,1.0,0.38431412,0.4056564,3.0439448
0.47254202,0.17238064,0.41586515,1.0,0.3859467,0.40523392,2.6998303
0.43571582,0.121397816,0.41047555,1.0,0.38678765,0.3876264,2.8702588
0.15256184,0.093183786,0.40066993,1.0,0.38583985,0.38531312,3.5271661
0.38095534,0.13677898,0.3899671,1.0,0.38790643,0.5770331,2.670026
0.39606473,0.12637956,0.4072125,1.0,0.38834235,0.3988086,2.912382
0.17634678,0.1070203,0.04260763,1.0,0.37990883,0.59932804,3.8307967
0.50826365,0.20192108,0.09245943,1.0,0.3997638,0.566229,2.8270357
0.35776383,0.12991595,0.40625352,1.0,0.3928536,0.44885698,2.8807752
0.44332588,0.15727453,0.26536766,1.0,0.39126542,0.41300824,2.993579
0.15811008,0.09126766,0.40079117,1.0,0.38791084,0.37998506,3.5259318
0.39476144,0.17771335,0.42312586,1.0,0.41019756,0.54322505,2.5653875
0.38052768,0.12345419,0.4048758,1.0,0.38683075,0.41881683,2.9162931
0.45720503,0.24128178,0.39829254,1.0,0.38893214,0.43464324,2.6036856
0.25638163,0.108816385,0.41647086,1.0,0.38779235,0.56808794,2.8776164
0.30261445,0.14966838,0.39184514,1.0,0.38107428,0.44361845,2.9961278
0.3059355,0.21816196,0.26753506,1.0,0.4338015,0.6639912,2.6463075
0.4514033,0.19933219,0.40356502,1.0,0.38561213,0.49673137,2.5817857
0.44561833,0.20455286,0.4118312,1.0,0.39092368,0.38339245,2.7228389
0.42662838,0.14078872,0.39682382,1.0,0.38783386,0.41350996,2.8319232
0.45126495,0.15205778,0.40871468,1.0,0.3950156,0.39952552,2.7676628
0.37989673,0.16220394,0.41299298,1.0,0.3946089,0.40748602,2.8454545
0.48819956,0.17300682,0.28585172,1.0,0.41582406,0.6601384,2.471552
0.42540658,0.17723964,0.06959041,1.0,0.3909402,0.4318402,3.3444433
0.23526107,0.1528464,0.27747723,1.0,0.36957324,0.41628864,3.4448392
0.21629147,0.09129647,0.40348008,1.0,0.37299088,0.4091698,3.348449
0.4674895,0.17036508,0.40587538,1.0,0.39227858,0.46212092,2.6341722
0.45479298,0.20190918,0.41173106,1.0,0.39531156,0.4164784,2.6592586
0.15374182,0.120003834,0.40329325,1.0,0.3496003,0.5424176,3.1866279
0.2803765,0.17771985,0.1464017,1.0,0.3809727,0.3888357,3.6381989
0.44168982,0.21610174,0.41071555,1.0,0.38597193,0.39894333,2.6977124
0.38889644,0.12757887,0.23893997,1.0,0.3927277,0.42128292,3.1858783
0.48302218,0.19161339,0.4229597,1.0,0.38566488,0.3918329,2.6665344
0.19920668,0.09121871,0.21925348,1.0,0.3692425,0.39234135,3.9330976
0.40954667,0.20715314,0.042245485,1.0,0.3805924,0.58267385,3.0822122
0.48901105,0.2064273,0.40737927,1.0,0.38112184,0.44243354,2.5955515
0.44475272,0.14397633,0.4054882,1.0,0.37158635,0.4145757,2.8083904
0.20771173,0.10736478,0.3609597,1.0,0.3498815,0.55207366,3.1685848
0.1361256,0.082066745,0.4106834,1.0,0.3623015,0.42121205,3.5401006
0.4680318,0.20408612,0.36988342,1.0,0.38839206,0.4429624,2.669007
0.40986675,0.16797662,0.40539002,1.0,0.38530746,0.40296397,2.822459
0.3192083,0.17746535,0.21082091,1.0,0.36814523,0.48017603,3.2137485
0.3997266,0.12157481,0.40116858,1.0,0.39578238,0.384335,2.936707
0.34003377,0.11877066,0.38326687,1.0,0.38655597,0.39613062,3.0773818
0.31776068,0.1935873,0.40443963,1.0,0.38721687,0.45666358,2.841445
0.43893075,0.17079003,0.15404427,1.0,0.40390795,0.3923489,3.2050831
0.46522653,0.18917383,0.40849423,1.0,0.39150712,0.52005106,2.5323472
0.27230498,0.17459458,0.408022,1.0,0.38262892,0.3894714,3.0730994
0.38019672,0.17529486,0.07542556,1.0,0.37002257,0.4010655,3.5663204
0.3715875,0.1916651,0.3499073,1.0,0.38714913,0.4192545,2.9077146
0.4338927,0.14914922,0.3794464,1.0,0.38244736,0.40871924,2.8511882
0.4074873,0.12089994,0.3957439,1.0,0.3819668,0.48910025,2.7852077
0.47694367,0.20258394,0.41308218,1.0,0.39106712,0.38523695,2.6753504
0.46667853,0.23722993,0.18577261,1.0,0.40269086,0.48699453,2.809989
0.44274354,0.13882565,0.39873427,1.0,0.3857994,0.40507698,2.822977
0.19703928,0.11965086,0.41251338,1.0,0.37933385,0.37753788,3.3645673
0.40227616,0.22516857,0.4369796,1.0,0.41394532,0.66892385,2.3285127
0.44044185,0.14303753,0.40670344,1.0,0.38231608,0.423369,2.784169
0.4126839,0.15672563,0.3420259,1.0,0.39031634,0.38907984,2.9571247
0.46290314,0.19135736,0.18954822,1.0,0.3896772,0.44129512,2.9854648
0.34118468,0.12914297,0.39789504,1.0,0.3866046,0.39897346,3.0233388
0.26364723,0.15331991,0.39941046,1.0,0.38609505,0.38826075,3.1432042
0.460677,0.21931218,0.3916807,1.0,0.3850498,0.39629745,2.6983023
0.45642444,0.14605826,0.41204587,1.0,0.38983294,0.4248176,2.7334666
0.34071216,0.12720469,0.4077039,1.0,0.38483727,0.40430683,3.003427
0.45303997,0.2339766,0.4190226,1.0,0.40286422,0.58178216,2.3915598
0.39467904,0.13274387,0.39972496,1.0,0.39412507,0.4479188,2.8261492
0.393822,0.17119358,0.2908879,1.0,0.40391892,0.39549515,3.0205684
0.25920492,0.1019586,0.3659794,1.0,0.368701,0.38699964,3.3719
0.44934064,0.14541773,0.4250412,1.0,0.3914744,0.39203414,2.772682
0.423209,0.1861794,0.4090309,1.0,0.38757485,0.38090032,2.7981505
0.42016655,0.2284599,0.34399042,1.0,0.4033006,0.40979582,2.7689886
0.45399168,0.19775261,0.41335344,1.0,0.38531518,0.4048344,2.6950586
0.17115803,0.08493715,0.39234373,1.0,0.3852104,0.40594137,3.4732094
0.40350387,0.16538408,0.15673918,1.0,0.4028425,0.3886647,3.2956872
0.33323237,0.13775624,0.40299383,1.0,0.39126047,0.41298512,2.979333
0.27766672,0.19205104,0.39104363,1.0,0.3736369,0.4664809,2.939656
0.35038257,0.13100968,0.41058564,1.0,0.38616735,0.41113138,2.9598467
0.2720084,0.103399664,0.39314693,1.0,0.3840878,0.39704096,3.226465
0.47036967,0.19606595,0.31002107,1.0,0.39064953,0.45635867,2.7420325
0.29327032,0.11164682,0.40371144,1.0,0.38112518,0.42025027,3.1055822
0.43029255,0.11127391,0.39465216,1.0,0.3851574,0.47854733,2.777896
0.4358827,0.16643295,0.34118477,1.0,0.40046203,0.38944855,2.8844862
0.50157875,0.22697447,0.4109766,1.0,0.38125566,0.43024382,2.5627499
0.35980096,0.17304662,0.42111367,1.0,0.40035433,0.50821394,2.6845212
0.45961612,0.1696237,0.40140036,1.0,0.39253125,0.49112725,2.6119225
0.43322805,0.13732368,0.4097363,1.0,0.3943573,0.54642427,2.6027167
0.106525734,0.0787632,0.16676676,1.0,0.38297173,0.4298353,4.292351
0.48159614,0.2009977,0.40811807,1.0,0.3983088,0.4055731,2.6390884
0.4729808,0.21360612,0.27388263,1.0,0.38706085,0.4060321,2.8513386
0.4504318,0.1272628,0.115422845,1.0,0.3707465,0.42728135,3.3531272
0.3890321,0.12042587,0.43791163,1.0,0.40226763,0.6653344,2.4814246
0.4125024,0.13213079,0.41292363,1.0,0.38509798,0.4087116,2.8549137
0.3608275,0.13927492,0.4032076,1.0,0.3970403,0.45468783,2.8489408
0.28416365,0.16486917,0.42470914,1.0,0.3960926,0.5400876,2.7625496
0.3981998,0.20258394,0.40629166,1.0,0.38617626,0.41347948,2.7674294
0.40343472,0.17074256,0.40107107,1.0,0.38499677,0.46769592,2.735318
0.48683643,0.19702993,0.41435066,1.0,0.3877998,0.40071747,2.6500819
0.49958044,0.2356195,0.3174028,1.0,0.38566086,0.4130919,2.7007236
0.44387177,0.13139926,0.33397976,1.0,0.39896452,0.3961847,2.933584
0.25434518,0.11783059,0.40889654,1.0,0.3858389,0.6340096,2.7763577
0.42348054,0.17941318,0.36145896,1.0,0.378667,0.49699342,2.717372
0.39629385,0.111954965,0.40504858,1.0,0.3727725,0.41965726,2.931301
0.41485628,0.13268432,0.26662394,1.0,0.4105242,0.45561522,2.9756517
0.4071417,0.12255831,0.052425828,1.0,0.37962794,0.44307515,3.5591524
0.45847115,0.15806289,0.40260413,1.0,0.3894397,0.4619274,2.6730745
0.40359625,0.15726353,0.41882694,1.0,0.40547892,0.39378044,2.8106527
0.14077234,0.096613884,0.14385666,1.0,0.3758487,0.43867508,4.1814175
0.4686463,0.2174575,0.40559408,1.0,0.3939946,0.46642998,2.5613148
0.403424,0.20915008,0.18520516,1.0,0.3938924,0.4335592,3.076486
0.44576985,0.19911674,0.4120238,1.0,0.3948761,0.38886884,2.7164237
0.17719106,0.08377206,0.39669606,1.0,0.36277854,0.46940878,3.3560507
0.47603863,0.19172694,0.40512466,1.0,0.38788983,0.43245718,2.6409788
0.3781004,0.14429569,0.40534028,1.0,0.387281,0.5978601,2.613863
0.35910955,0.1492467,0.40424952,1.0,0.38410315,0.39942232,2.947885
0.39066786,0.12818094,0.3803991,1.0,0.38174123,0.404903,2.9657888
0.4316179,0.13323635,0.4001825,1.0,0.38029224,0.413618,2.8426096
0.45171162,0.21716303,0.07119776,1.0,0.43744698,0.65263206,2.7320144
0.46647578,0.17233598,0.42809123,1.0,0.39228165,0.61617196,2.4092245
0.22425832,0.10227009,0.40826863,1.0,0.3854304,0.40176445,3.285169
0.38660637,0.12308773,0.41111904,1.0,0.38454825,0.39316222,2.943733
0.44545436,0.25569555,0.42899406,1.0,0.40807283,0.7300321,2.2043433
0.39281565,0.11999693,0.4068014,1.0,0.3886146,0.38755447,2.9484909
0.4343735,0.12626752,0.35193706,1.0,0.3616308,0.5232917,2.7816403
0.41078103,0.12530433,0.40068537,1.0,0.3680413,0.42086053,2.897421
0.27568913,0.1265578,0.41039315,1.0,0.3775265,0.39234117,3.159542
0.34402385,0.17620254,0.40359992,1.0,0.3792054,0.51903856,2.7441313
0.48419514,0.1769527,0.4189793,1.0,0.39254585,0.39013723,2.6841168
0.40845546,0.16760269,0.4191151,1.0,0.3896345,0.38440615,2.8261137
0.24624841,0.16454072,0.34438336,1.0,0.37280387,0.4315039,3.2061963
0.4053748,0.11564113,0.40008026,1.0,0.37874,0.42442596,2.8997912
0.34484506,0.1809077,0.3675819,1.0,0.39770415,0.38380775,2.9853477
0.4379609,0.17144862,0.14639132,1.0,0.38562763,0.39314082,3.2582433
0.329655,0.16040371,0.41504276,1.0,0.3914433,0.42792583,2.8994405
0.3989655,0.2163512,0.40575013,1.0,0.39369762,0.41921782,2.7263079
0.30811945,0.21228787,0.40535232,1.0,0.40195295,0.5837524,2.6157947
0.43037888,0.15155323,0.38230208,1.0,0.39080772,0.3923254,2.8614476
0.43129835,0.21977693,0.31352383,1.0,0.3919682,0.4632839,2.7474775
0.4418854,0.185444,0.18111022,1.0,0.36824155,0.4322102,3.1077302
0.37624055,0.16755475,0.38493603,1.0,0.39492798,0.43962467,2.8356183
0.42263094,0.13209687,0.14138438,1.0,0.37945873,0.6002282,2.9836514
0.44458768,0.15453668,0.43900958,1.0,0.402545,0.6438688,2.3986018
0.43890113,0.1528586,0.08169388,1.0,0.41832513,0.61674666,2.9265003
0.19169225,0.08192173,0.4032728,1.0,0.3745084,0.39758113,3.4507122
