sample,freq_GHz,Zapp_d_Re,Zapp_d_Im,Zapp_t_Re,Zapp_t_Im,Zth_pred_Re,Zth_pred_Im,Zth_true_Re,Zth_true_Im
604,2.3431797235023044,2027.943,978.43933,1942.8986,874.56055,2951.423676728524,1257.4588085523364,2693.1589436849326,1204.1345595011576
604,2.4433179723502305,1995.0184,1003.6665,1914.6841,898.6595,2942.4597133928846,1241.3678057222094,2685.567862049501,1184.3391821740997
604,2.5434562211981566,1961.8346,1027.3976,1886.1475,921.511,2933.6740175873983,1227.8019900379106,2678.1987951448805,1167.1678983432598
604,2.643594470046083,1928.4698,1049.6588,1857.3572,943.13367,2925.0117116355123,1216.461149019169,2670.996440972248,1152.3138404773076
604,2.7437327188940093,1894.9998,1070.4836,1828.3746,963.5455,2916.4282710401208,1207.0880038854725,2663.9157303167153,1139.5141784230152
604,2.8438709677419354,1861.493,1089.9058,1799.2552,982.7632,2907.887399524912,1199.4607567109933,2656.9197222187577,1128.5424616917371
604,2.944009216589862,1828.0126,1107.9594,1770.058,1000.8146,2899.359397961381,1193.3871388377283,2649.977989080372,1119.2025055826311
604,3.044147465437788,1794.6205,1124.6866,1740.833,1017.7237,2890.819900082578,1188.699619810935,2643.0653653585982,1111.3234704092786
604,3.1442857142857146,1761.3701,1140.1265,1711.6284,1033.5164,2882.2488835145605,1185.2515215609264,2636.160969146233,1104.755871159417
604,3.2444239631336407,1728.3143,1154.3239,1682.494,1048.2289,2873.6298895298182,1182.913844671999,2629.24743061144,1099.3683188978916
604,3.344562211981567,1695.4972,1167.3184,1653.4673,1061.8843,2864.9494025093186,1181.5726592181027,2622.3102787053062,1095.0448422124796
604,3.4447004608294933,1662.9636,1179.1622,1624.592,1074.5233,2856.1963526741342,1181.1269465167843,2615.337450015382,1091.6826718642692
604,3.5448387096774194,1630.7501,1189.8937,1595.9015,1086.1731,2847.36171473881,1181.4868035306554,2608.318892657152,1089.1903979154572
604,3.644976958525346,1598.8937,1199.5676,1567.4316,1096.8739,2838.4381817789767,1182.5719408289046,2601.2462446786158,1087.4864283394295
604,3.745115207373272,1567.4214,1208.2186,1539.2092,1106.652,2829.419898502653,1184.3104196439344,2594.1125713074925,1086.4976931548813
604,3.845253456221198,1536.3622,1215.8982,1511.2632,1115.5461,2820.3022417585616,1186.6375847925292,2586.9121489824615,1086.1585496756172
604,3.9453917050691247,1505.74,1222.652,1483.6202,1123.5955,2811.081638849485,1189.4951589266004,2579.640286820298,1086.4098534056097
604,4.045529953917051,1475.5746,1228.5212,1456.2997,1130.828,2801.7554162874317,1192.8304703567374,2572.293178221125,1087.1981660745355
604,4.145668202764977,1445.8845,1233.5521,1429.3229,1137.2827,2792.321673204395,1196.5957920106277,2564.867776876802,1088.4750777739619
604,4.2458064516129035,1416.6837,1237.7844,1402.7057,1142.9893,2782.7791748431955,1200.7477732886018,2557.3616926473132,1090.196624469143
604,4.34594470046083,1387.9854,1241.2621,1376.4645,1147.9851,2773.127262488762,1205.2469499152849,2549.7731036974196,1092.322785588685
604,4.446082949308756,1359.7988,1244.025,1350.6123,1152.3036,2763.365776928334,1210.0573195523345,2542.1006820073676,1094.817049132213
604,4.546221198156682,1332.1313,1246.106,1325.1587,1155.9703,2753.4949930990056,1215.145973078892,2534.3435299362295,1097.6460339353416
604,4.646359447004609,1304.9901,1247.5532,1300.115,1159.025,2743.515564029806,1220.4827731757705,2526.501125961165,1100.7791605068091
604,4.7464976958525344,1278.3782,1248.3987,1275.4874,1161.4943,2733.4284725407774,1226.0400732527694,2518.573278067978,1104.1883632933382
604,4.846635944700461,1252.2976,1248.6718,1251.2825,1163.406,2723.2349894443705,1231.7924709027602,2510.560083548654,1107.847838402309
604,4.9467741935483875,1226.7498,1248.4141,1227.5049,1164.793,2712.9366372206587,1237.7165910033004,2502.4618941857425,1111.733821774188
604,5.046912442396313,1201.7339,1247.6537,1204.158,1165.681,2702.5351583197807,1243.7908943574053,2494.2792859837814,1115.8243935877579
604,5.14705069124424,1177.2478,1246.4242,1181.2437,1166.099,2692.032487391851,1249.9955084018006,2486.013032753505,1120.0993053345708
604,5.247188940092166,1153.2891,1244.7529,1158.763,1166.0692,2681.430726863734,1256.3120770389469,2477.6640829727226,1124.5398265408032
604,5.347327188940092,1129.8534,1242.6682,1136.7158,1165.619,2670.732125379076,1262.723627088615,2469.2335394439897,1129.1286085656259
604,5.4474654377880185,1106.936,1240.1971,1115.1016,1164.7739,2659.9390586973805,1269.2144492219713,2460.722641347906,1133.8495632819
604,5.547603686635945,1084.5317,1237.369,1093.9182,1163.555,2649.054012713042,1275.769991548922,2452.1327483555315,1138.6877547608115
604,5.647741935483871,1062.6338,1234.2051,1073.163,1161.9849,2638.0795683089427,1282.3767642884336,2443.465326516696,1143.629302347705
604,5.747880184331797,1041.2354,1230.7297,1052.8331,1160.0863,2627.0183878036264,1289.0222541700498,2434.721935685085,1148.6612937405398
604,5.848018433179724,1020.32983,1226.9639,1032.9244,1157.8777,2615.873202787892,1295.6948473998305,2425.9042182775693,1153.7717068721806
604,5.94815668202765,999.90875,1222.9285,1013.43286,1155.3773,2604.646803177313,1302.3837601810176,2417.013889195726,1158.949339558872
604,6.048294930875576,979.9641,1218.6448,994.3536,1152.6068,2593.342027332816,1309.078975913492,2408.0527267629823,1164.183746014467
604,6.148433179723503,960.4876,1214.1302,975.6811,1149.5818,2581.9617531228782,1315.7711883103211,2399.022564552164,1169.4651794471688
604,6.248571428571429,941.4706,1209.4042,957.41016,1146.321,2570.508889818943,1322.45174976749,2389.9252839961537,1174.784540055891
604,6.348709677419355,922.9035,1204.4829,939.53455,1142.839,2558.9863707308114,1329.1126244068782,2380.7628076895144,1180.1333278294846
604,6.448847926267281,904.7787,1199.3802,922.0486,1139.151,2547.3971465015998,1335.746345284807,2371.537093301704,1185.5035996262325
